sentence_id,volume,group_start,en,zh_simp,zh_ocr,en_ocr,confidence,flags,source
53,1,51,Am I late?,我知道了吗?,,,,OCR_MISSING,F1-GMS-0051C 00:15.03-00:16.97
54,1,51,"No, you're on time.","没有,你很准时。",,,,OCR_MISSING,F1-GMS-0051C 00:18.86-00:20.81
55,1,51,Is your mother at home?,你母亲在家吗?,,,,OCR_MISSING,F1-GMS-0051C 00:23.21-00:25.37
56,1,51,"No, she's out.","不在,他出去了。",,,,OCR_MISSING,F1-GMS-0051C 00:27.32-00:29.15
57,1,51,Are your parents at home?,你父母在家吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 00:31.41-00:33.26
58,1,51,"No, they're out.","不在,他们出去了。",,,,OCR_MISSING,F1-GMS-0051C 00:35.38-00:37.05
59,1,51,Is it cold in your room?,你房间里冷吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 00:39.58-00:41.29
60,1,51,"Yes, a little.","嗯,有点冷。",,,,OCR_MISSING,F1-GMS-0051C 00:43.54-00:45.54
61,1,51,Your shoes are nice. Are they new?,"你的鞋不错,是新的吗?",,,,OCR_MISSING,F1-GMS-0051C 00:47.47-00:50.20
62,1,51,"Yes, they are.","没错,是新的。",,,,OCR_MISSING,F1-GMS-0051C 00:52.59-00:54.17
63,1,51,Where's your mother? Is she at home?,你母亲在哪?她在家吗?,,,,OCR_MISSING,F1-GMS-0051C 00:56.67-00:59.97
64,1,51,Where are you from?,你来自哪里?,,,,OCR_MISSING,F1-GMS-0051C 01:01.84-01:03.93
65,1,51,I'm from Canada.,我来自加拿大。,,,,OCR_MISSING,F1-GMS-0051C 01:05.94-01:07.54
66,1,51,What color is your car?,你的车是什么颜色的?,,,,OCR_MISSING,F1-GMS-0051C 01:09.98-01:12.46
67,1,51,It's red.,是红色的。,,,,OCR_MISSING,F1-GMS-0051C 01:14.44-01:15.73
68,1,51,How old is Hassan?,哈桑多大了?,,,,OCR_MISSING,F1-GMS-0051C 01:18.24-01:19.56
69,1,51,He's 24.,他24岁。,,,,OCR_MISSING,F1-GMS-0051C 01:22.11-01:24.00
70,1,51,How are your parents?,你父母最近好吗?,,,,OCR_MISSING,F1-GMS-0051C 01:25.97-01:28.18
71,1,51,They're doing fine.,他们都很好。,,,,OCR_MISSING,F1-GMS-0051C 01:30.08-01:31.73
72,1,51,These postcards are nice. How much are they?,"这些明信片不错,多少钱?",,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 01:33.91-01:36.42
73,1,51,They're a dollar. They're a buck. They're a pound. They're a euro.,这些一块钱。,,,,OCR_MISSING,F1-GMS-0051C 01:38.71-01:40.22
74,1,51,This hotel isn't very good. Why is it so expensive?,"这个旅馆不是特别好,为什么这么贵?",,,,OCR_MISSING,F1-GMS-0051C 01:42.66-01:45.76
75,1,51,What's your phone number?,你电话号码多少?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 01:48.30-01:49.82
76,1,51,Who's that man?,那个男人是谁?,,,,OCR_MISSING,F1-GMS-0051C 01:52.27-01:54.26
77,1,51,He's the boss.,他是老板。,,,,OCR_MISSING,F1-GMS-0051C 01:56.31-01:57.43
78,1,51,Where's your friend?,你的朋友在哪儿?,,,,OCR_MISSING,F1-GMS-0051C 01:59.77-02:01.31
79,1,51,She's in the bathroom.,他在洗手间。,,,,OCR_MISSING,F1-GMS-0051C 02:03.75-02:05.64
80,1,51,How's your father?,你父亲最近好吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 02:07.55-02:09.59
81,1,51,He's doing great.,他很好。,,,,OCR_MISSING,F1-GMS-0051C 02:11.65-02:12.88
82,1,51,Are you tired?,你累了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 02:15.14-02:16.61
83,1,51,"Yes, I am.","嗯,我累了。",,,,OCR_MISSING,F1-GMS-0051C 02:18.79-02:21.26
84,1,51,Are you hungry?,你饿了吗?,,,,OCR_MISSING,F1-GMS-0051C 02:23.30-02:24.88
85,1,51,"No, but I'm thirsty.","不饿,但我渴了。",,,,OCR_MISSING,F1-GMS-0051C 02:27.00-02:29.10
86,1,51,Is your friend Chinese?,你朋友是中国人吗?,,,,OCR_MISSING,F1-GMS-0051C 02:31.59-02:34.02
87,1,51,"Yes, he is.","对,他是中国人。",,,,OCR_MISSING,F1-GMS-0051C 02:36.20-02:37.88
88,1,51,Are these your keys?,这些是你的钥匙吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 02:40.71-02:42.46
89,1,51,"Yes, they are.","是的,是我的钥匙。",,,,OCR_MISSING,F1-GMS-0051C 02:45.15-02:47.25
90,1,51,That's my seat.,那是我的位子。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 02:49.99-02:51.92
91,1,51,"No, it isn't.","不,这不是。",,,,OCR_MISSING,F1-GMS-0051C 02:54.02-02:55.28
92,1,51,Where's the camera?,相机在哪儿?,,,,OCR_MISSING,F1-GMS-0051C 02:58.30-03:00.31
93,1,51,It's in your bag.,在你包里。,,,,OCR_MISSING,F1-GMS-0051C 03:02.25-03:03.79
94,1,51,Is your car blue?,你的车是蓝色的吗?,,,,OCR_MISSING,F1-GMS-0051C 03:05.96-03:08.58
95,1,51,"No, it's black.","不是,是黑色的。",,,,OCR_MISSING,F1-GMS-0051C 03:10.60-03:13.02
96,1,51,Is Lisa from Toronto?,丽莎来自多伦多吗?,,,,OCR_MISSING,F1-GMS-0051C 03:14.90-03:17.53
97,1,51,"No, she's American.","不是,他是美国人。",,,,OCR_MISSING,F1-GMS-0051C 03:19.66-03:22.19
98,1,51,Am I late?,我知道了吗?,,,,OCR_MISSING,F1-GMS-0051C 03:24.11-03:25.73
99,1,51,"Yes, you are.","是的,你知道了。",,,,OCR_MISSING,F1-GMS-0051C 03:28.03-03:30.52
100,1,51,Where's Layla from?,雷拉来自哪里?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0051C 03:32.43-03:34.12
101,1,101,She's from London.,他来自伦敦。,,,,OCR_MISSING,F1-GMS-0101C 00:06.97-00:08.36
102,1,101,What color is your bag?,你的包是什么颜色的?,,,,OCR_MISSING,F1-GMS-0101C 00:11.21-00:13.09
103,1,101,It's black.,是黑色的。,,,,OCR_MISSING,F1-GMS-0101C 00:15.86-00:16.95
104,1,101,Are you hungry?,你饿了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 00:19.65-00:20.67
105,1,101,"No, I'm not.",我不饿。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 00:23.40-00:24.40
106,1,101,How's John?,约翰最近怎么样?,,,,OCR_MISSING,F1-GMS-0101C 00:27.07-00:28.60
107,1,101,He's fine.,他很好。,,,,OCR_MISSING;DURATION_CHECK,F1-GMS-0101C 00:31.32-00:32.29
108,1,101,Who's that woman?,那个女人是谁?,,,,OCR_MISSING,F1-GMS-0101C 00:35.13-00:36.55
109,1,101,She's my sister.,她是我姐姐。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 00:39.32-00:40.73
110,1,101,Is your mother at home?,你母亲在家吗?,,,,OCR_MISSING,F1-GMS-0101C 00:43.61-00:45.15
111,1,101,How are your parents?,你父母最近好吗?,,,,OCR_MISSING,F1-GMS-0101C 00:47.99-00:49.85
112,1,101,Is your job interesting?,你的工作有趣吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 00:52.73-00:54.38
113,1,101,Are the stores open today?,这些店今天开门吗?,,,,OCR_MISSING,F1-GMS-0101C 00:57.17-00:59.04
114,1,101,Where are you from?,你来自哪里?,,,,OCR_MISSING,F1-GMS-0101C 01:01.68-01:03.18
115,1,101,Are you interested in sports?,你对运动感兴趣吗?,,,,OCR_MISSING,F1-GMS-0101C 01:05.85-01:07.81
116,1,101,Is the post office near here?,邮局在这附近吗?,,,,OCR_MISSING,F1-GMS-0101C 01:10.51-01:12.26
117,1,101,Are your children at school?,你的孩子在学校吗?,,,,OCR_MISSING,F1-GMS-0101C 01:15.05-01:16.89
118,1,101,Why are you late?,你为什么迟到?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 01:19.82-01:21.20
119,1,101,How are your children?,你的孩子最近怎样?,,,,OCR_MISSING,F1-GMS-0101C 01:23.99-01:25.85
120,1,101,They're fine.,他们很好。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 01:28.78-01:29.79
121,1,101,Where's the bus stop?,公车站在哪儿?,,,,OCR_MISSING,F1-GMS-0101C 01:32.66-01:34.12
122,1,101,At the stoplight.,在红绿灯那儿。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 01:37.07-01:38.54
123,1,101,How old are your children?,女孩子多大了?,,,,OCR_MISSING,F1-GMS-0101C 01:41.48-01:43.04
124,1,101,"Five, seven, and ten.","五岁,七岁,还有十岁。",,,,OCR_MISSING,F1-GMS-0101C 01:45.77-01:48.24
125,1,101,How much are these oranges?,这些橙子多少钱?,,,,OCR_MISSING,F1-GMS-0101C 01:51.23-01:52.86
126,1,101,$1.50 a pound. There are 2.3 euros a kilo.,一公斤九块钱。,,,,OCR_MISSING,F1-GMS-0101C 01:55.58-01:57.22
127,1,101,What's your favorite sport?,你最喜欢什么运动?,,,,OCR_MISSING,F1-GMS-0101C 02:00.33-02:01.97
128,1,101,My favorite sport is skiing.,我最喜欢的运动是滑雪。,,,,OCR_MISSING,F1-GMS-0101C 02:04.75-02:06.96
129,1,101,Who's the man in this photo?,这张照片里的男人是谁?,,,,OCR_MISSING,F1-GMS-0101C 02:09.80-02:11.88
130,1,101,That's my father.,是我的父亲。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 02:14.67-02:16.00
131,1,101,What color are your new shoes?,你的新鞋是什么颜色的?,,,,OCR_MISSING,F1-GMS-0101C 02:18.57-02:20.76
132,1,101,They're black.,是黑色的。,,,,OCR_MISSING,F1-GMS-0101C 02:23.49-02:24.77
133,1,101,What's your name?,你叫什么名字?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 02:27.62-02:29.06
134,1,101,I'm Brian.,我叫布莱恩。,,,,OCR_MISSING,F1-GMS-0101C 02:31.56-02:32.73
135,1,101,Are you Australian?,你是澳大利亚人吗?,,,,OCR_MISSING,F1-GMS-0101C 02:35.30-02:37.02
136,1,101,"No, I'm Canadian.","不,我是加拿大人。",,,,OCR_MISSING,F1-GMS-0101C 02:39.49-02:41.14
137,1,101,How old are you?,你多大了?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 02:43.71-02:44.81
138,1,101,Thirty-three.,我33岁。,,,,OCR_MISSING,F1-GMS-0101C 02:47.14-02:48.68
139,1,101,Are you a teacher?,你是老师吗?,,,,OCR_MISSING,F1-GMS-0101C 02:51.05-02:52.28
140,1,101,"No, I'm a doctor.","不,我是医生。",,,,OCR_MISSING,F1-GMS-0101C 02:54.83-02:56.24
141,1,101,Are you married?,你结婚了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 02:58.78-02:59.99
142,1,101,"Yes, I am.","是的,我结婚了。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 03:02.33-03:03.98
143,1,101,Is your wife a doctor?,你太太是医生吗?,,,,OCR_MISSING,F1-GMS-0101C 03:06.93-03:08.79
144,1,101,"No, she's a teacher.","不,他是老师。",,,,OCR_MISSING,F1-GMS-0101C 03:11.73-03:13.44
145,1,101,Where is she from?,他来自哪里?,,,,OCR_MISSING,F1-GMS-0101C 03:16.34-03:17.56
146,1,101,She's from Mexico.,他来自墨西哥。,,,,OCR_MISSING,F1-GMS-0101C 03:20.49-03:21.93
147,1,101,What's her name?,它叫什么名字?,,,,OCR_MISSING,F1-GMS-0101C 03:25.00-03:26.37
148,1,101,Her name is Barbara.,它的名字是,,,,LOW_CONF;OCR_MISSING,F1-GMS-0101C 03:29.30-03:30.64
149,1,101,How old is she?,他多少岁?,,,,OCR_MISSING,F1-GMS-0101C 03:33.29-03:34.56
150,1,101,She's 26.,他26岁。,,,,OCR_MISSING,F1-GMS-0101C 03:37.52-03:38.90
151,1,151,"Are you married? No, I'm not.",你结婚了吗?我还没结婚。,,,,OCR_MISSING,F1-GMS-0151C 00:06.94-00:09.61
152,1,151,"Are you thirsty? Yes, I am.","你渴吗? 嗯,我渴了。",,,,OCR_MISSING,F1-GMS-0151C 00:12.62-00:15.11
153,1,151,"Is it cold today? No, it isn't.",今天冷吗? 今天不冷。,,,,OCR_MISSING,F1-GMS-0151C 00:17.92-00:20.29
154,1,151,"Are your hands cold? No, they aren't.",你的手冷吗? 我的手不冷。,,,,OCR_MISSING,F1-GMS-0151C 00:23.12-00:25.98
155,1,151,"Is it dark now? Yes, it is.","天黑了吗? 嗯,天黑了。",,,,OCR_MISSING,F1-GMS-0151C 00:28.74-00:31.39
156,1,151,"Are you a teacher? Yes, I am.","你是老师吗? 对,我是老师。",,,,OCR_MISSING,F1-GMS-0151C 00:34.33-00:37.47
157,1,151,I'm working. I'm not watching TV.,"我在工作,我不是在看电视。",,,,OCR_MISSING,F1-GMS-0151C 00:40.26-00:42.67
158,1,151,Barbara's reading a newspaper.,芭芭拉在看报纸。,,,,OCR_MISSING,F1-GMS-0151C 00:45.46-00:47.21
159,1,151,She isn't eating.,他不是在吃东西。,,,,OCR_MISSING,F1-GMS-0151C 00:49.95-00:51.68
160,1,151,The phone is ringing.,电话在响。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 00:54.31-00:55.61
161,1,151,We are having dinner.,我们正在吃晚饭。,,,,OCR_MISSING,F1-GMS-0151C 00:58.18-00:59.79
162,1,151,You're not listening to me.,你没在听我说话。,,,,OCR_MISSING,F1-GMS-0151C 01:02.65-01:04.25
163,1,151,The children are doing their homework.,孩子们在做作业。,,,,OCR_MISSING,F1-GMS-0151C 01:06.99-01:08.67
164,1,151,Please be quiet. I'm working.,"请安静,我正在工作。",,,,OCR_MISSING,F1-GMS-0151C 01:11.54-01:13.57
165,1,151,The weather's nice. It's not raining.,"天气不错,没下雨。",,,,OCR_MISSING,F1-GMS-0151C 01:16.34-01:18.31
166,1,151,Where are the children? They are playing in the park.,孩子们在哪儿?他们在公园里玩。,,,,OCR_MISSING,F1-GMS-0151C 01:20.97-01:24.01
167,1,151,We're having dinner now. Can I call you later?,"我们现在在吃晚饭,稍后打给你可以吗?",,,,OCR_MISSING,F1-GMS-0151C 01:27.00-01:30.37
168,1,151,I'm not watching TV.,我没看电视。,,,,OCR_MISSING,F1-GMS-0151C 01:33.27-01:34.70
169,1,151,She's eating an apple.,他在吃苹果。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 01:37.42-01:38.77
170,1,151,He's waiting for a bus.,他在等公车。,,,,OCR_MISSING,F1-GMS-0151C 01:41.36-01:43.06
171,1,151,They're playing football.,他们在踢足球。,,,,OCR_MISSING,F1-GMS-0151C 01:45.70-01:47.22
172,1,151,He's lying on the floor.,他躺在地板上。,,,,OCR_MISSING,F1-GMS-0151C 01:49.74-01:51.34
173,1,151,We're eating breakfast.,我们正在吃早餐。,,,,OCR_MISSING,F1-GMS-0151C 01:53.98-01:55.61
174,1,151,She's sitting on the table.,他坐在桌子上。,,,,OCR_MISSING,F1-GMS-0151C 01:58.28-01:59.86
175,1,151,He's in the kitchen. He's cooking.,"他在厨房,他正在做饭。",,,,OCR_MISSING,F1-GMS-0151C 02:02.31-02:04.93
176,1,151,You stepped on my foot. I'm sorry.,"你踩着我脚了,对不起。",,,,OCR_MISSING,F1-GMS-0151C 02:07.71-02:10.38
177,1,151,Somebody is swimming in the river.,有人在河里游泳。,,,,OCR_MISSING,F1-GMS-0151C 02:13.22-02:14.87
178,1,151,We're here on vacation. We're staying at a hotel on the beach.,"我们在这度假,我们住在一个海边的酒店。",,,,OCR_MISSING,F1-GMS-0151C 02:17.55-02:21.38
179,1,151,Where's Tara? She's taking a shower.,泰拉在哪儿?他在洗澡。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 02:24.11-02:26.58
180,1,151,They're building a new hotel downtown.,他们正在市中心盖一座新的酒店。,,,,OCR_MISSING,F1-GMS-0151C 02:29.12-02:32.16
181,1,151,I'm leaving now. Goodbye.,"我要走了,再见。",,,,OCR_MISSING,F1-GMS-0151C 02:34.93-02:36.62
182,1,151,She isn't having dinner.,他不是在吃晚餐。,,,,OCR_MISSING,F1-GMS-0151C 02:39.27-02:40.93
183,1,151,She's watching TV.,他在看电视。,,,,OCR_MISSING,F1-GMS-0151C 02:43.55-02:44.93
184,1,151,She's sitting on the floor.,他坐在地板上。,,,,OCR_MISSING,F1-GMS-0151C 02:47.68-02:49.22
185,1,151,She's reading a book.,他在看书。,,,,OCR_MISSING,F1-GMS-0151C 02:51.82-02:53.05
186,1,151,He's not playing the piano.,他不是在弹钢琴。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 02:55.71-02:57.36
187,1,151,He's laughing.,他在笑。,,,,OCR_MISSING,F1-GMS-0151C 02:59.88-03:00.88
188,1,151,He's wearing a hat.,他戴着帽子。,,,,OCR_MISSING,F1-GMS-0151C 03:03.43-03:04.85
189,1,151,He's not writing a letter.,他没在写信。,,,,OCR_MISSING,F1-GMS-0151C 03:07.60-03:08.98
190,1,151,I'm not washing my hair.,我没在洗头。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 03:11.69-03:13.15
191,1,151,It isn't snowing.,外面没下雪。,,,,OCR_MISSING,F1-GMS-0151C 03:15.63-03:17.17
192,1,151,I'm sitting on a chair.,我坐在椅子上。,,,,OCR_MISSING,F1-GMS-0151C 03:19.93-03:21.45
193,1,151,I'm not eating.,我没在吃东西。,,,,OCR_MISSING,F1-GMS-0151C 03:24.21-03:25.82
194,1,151,It's raining.,外面正在下雨。,,,,OCR_MISSING,F1-GMS-0151C 03:28.36-03:30.07
195,1,151,I'm not studying English.,我没在学英语。,,,,OCR_MISSING,F1-GMS-0151C 03:32.80-03:34.46
196,1,151,I'm listening to music.,我在听音乐。,,,,OCR_MISSING,F1-GMS-0151C 03:37.16-03:38.40
197,1,151,The sun isn't shining.,外面没出太阳。,,,,OCR_MISSING,F1-GMS-0151C 03:40.92-03:42.52
198,1,151,I'm wearing my shoes.,我在穿鞋。,,,,OCR_MISSING,F1-GMS-0151C 03:45.02-03:46.23
199,1,151,I'm not reading the newspaper.,我没在看报纸。,,,,OCR_MISSING,F1-GMS-0151C 03:48.89-03:50.43
200,1,151,Are you feeling okay?,你还好吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0151C 03:53.04-03:54.10
201,1,201,中文,"嗯,我还好。",,,,OCR_MISSING,F1-GMS-0201C 00:06.93-00:08.43
202,1,201,"嗯,我还好。",外面在下雨吗?,,,,OCR_MISSING,F1-GMS-0201C 00:10.82-00:12.26
203,1,201,外面在下雨吗?,"是的,你带把伞。",,,,OCR_MISSING,F1-GMS-0201C 00:14.70-00:16.81
204,1,201,"是的,你带把伞。",你为什么穿大衣?,,,,OCR_MISSING,F1-GMS-0201C 00:19.24-00:20.79
205,1,201,你为什么穿大衣? Why are you wearing a coat?,天气不冷,,,,OCR_MISSING,F1-GMS-0201C 00:23.18-00:24.47
206,1,201,天气不冷,他在干什么?,,,,OCR_MISSING,F1-GMS-0201C 00:26.93-00:28.10
207,1,201,他在干什么?,他在看报纸。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 00:30.60-00:31.94
208,1,201,她在看报纸 She was reading the newspaper.,孩子们在干什么?,,,,OCR_MISSING,F1-GMS-0201C 00:34.45-00:36.04
209,1,201,孩子们在干什么?,他们在看电视。,,,,OCR_MISSING,F1-GMS-0201C 00:38.54-00:39.93
210,1,201,他们在看电视。,他要去哪儿?,,,,OCR_MISSING,F1-GMS-0201C 00:42.36-00:43.52
211,1,201,他要去哪儿?,你在等谁?,,,,OCR_MISSING,F1-GMS-0201C 00:46.11-00:47.26
212,1,201,你在等谁?,你在等约翰吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 00:50.08-00:51.52
213,1,201,你在等约翰吗?,你现在要走了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 00:54.69-00:56.17
214,1,201,你现在要走了吗?,"是的,我要走了。",,,,OCR_MISSING,F1-GMS-0201C 00:59.02-01:00.86
215,1,201,"是的,我要走了。",克里斯今天上班吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 01:04.03-01:05.96
216,1,201,克里斯今天上班吗?,"不用,他今天不上班。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 01:08.96-01:10.91
217,1,201,"不用,他今天不上班。",出太阳了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 01:13.90-01:15.14
218,1,201,出太阳了吗?,"是的,出太阳了。",,,,OCR_MISSING,F1-GMS-0201C 01:18.06-01:19.82
219,1,201,"是的,出太阳了。",你朋友住在酒店吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 01:22.67-01:24.49
220,1,201,你朋友住在酒店吗?,"不,他们跟我一起住。",,,,OCR_MISSING,F1-GMS-0201C 01:27.37-01:29.26
221,1,201,"不,他们跟我一起住。",你在看电视吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0201C 01:32.35-01:33.72
