sentence_id,volume,group_start,text_raw,text_norm,avg_logprob,no_speech_prob,t_start,t_end,media_file,src_file,source,flags
17,1,1,"他不在家,他在上班。","他不在家,他在上班。",-0.1161,0.0093,83.864,86.923,media/ZS_F1_0017.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:23.86-01:26.92,
18,1,1,这是你的外套。,这是你的外套。,-0.1982,0.0600,88.918,90.630,media/ZS_F1_0018.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:28.92-01:30.63,
19,1,1,你叫什么名字?,你叫什么名字?,-0.1150,0.5073,92.690,94.334,media/ZS_F1_0019.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:32.69-01:34.33,LOW_CONF
20,1,1,我叫艾伦。,我叫艾伦。,-0.2516,0.0027,96.587,98.025,media/ZS_F1_0020.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:36.59-01:38.02,
21,1,1,你从哪里来的?,你从哪里来的?,-0.2070,0.4229,100.255,101.715,media/ZS_F1_0021.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:40.25-01:41.71,
22,1,1,我从纽约来的。,我从纽约来的。,-0.2179,0.0351,104.030,106.113,media/ZS_F1_0022.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:44.03-01:46.11,
23,1,1,你多大了?,你多大了?,-0.4575,0.0173,108.091,109.619,media/ZS_F1_0023.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:48.09-01:49.62,
24,1,1,我二十岁。,我二十岁。,-0.2906,0.0043,111.626,113.435,media/ZS_F1_0024.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:51.63-01:53.43,
25,1,1,你做什么工作?,你做什么工作?,-0.1515,0.7822,115.385,117.290,media/ZS_F1_0025.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:55.38-01:57.29,LOW_CONF
26,1,1,我是一名教师。,我是一名教师。,-0.1125,0.0000,119.196,120.654,media/ZS_F1_0026.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 01:59.20-02:00.65,
27,1,1,你最喜欢什么颜色?,你最喜欢什么颜色?,-0.1845,0.0898,123.009,124.767,media/ZS_F1_0027.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:03.01-02:04.77,
28,1,1,我最喜欢的颜色是蓝色。,我最喜欢的颜色是蓝色。,-0.1371,0.0157,127.113,129.838,media/ZS_F1_0028.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:07.11-02:09.84,
29,1,1,你对什么感兴趣?,你对什么感兴趣?,-0.1325,0.0278,131.959,134.081,media/ZS_F1_0029.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:11.96-02:14.08,
30,1,1,我对音乐感兴趣。,我对音乐感兴趣。,-0.0977,0.0477,136.020,138.288,media/ZS_F1_0030.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:16.02-02:18.29,
31,1,1,今天很热。,今天很热。,-0.2617,0.0000,140.276,141.917,media/ZS_F1_0031.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:20.28-02:21.92,
32,1,1,今天不热。,今天不热。,-0.1516,0.9053,144.111,145.717,media/ZS_F1_0032.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:24.11-02:25.72,LOW_CONF
33,1,1,今天风很大。,今天风很大。,-0.1934,0.1816,147.634,149.465,media/ZS_F1_0033.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:27.63-02:29.47,
34,1,1,今天没刮风。,今天没刮风。,-0.2159,0.0193,151.702,153.225,media/ZS_F1_0034.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:31.70-02:33.22,
35,1,1,我的手很冷。,我的手很冷。,-0.4536,0.0092,155.594,157.334,media/ZS_F1_0035.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:35.59-02:37.33,
36,1,1,巴西是个很大的国家。,巴西是个很大的国家。,-0.1294,0.0056,159.551,162.142,media/ZS_F1_0036.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:39.55-02:42.14,
37,1,1,钻石不便宜,钻石不便宜,-0.3090,0.0069,164.061,165.614,media/ZS_F1_0037.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:44.06-02:45.61,
38,1,1,多伦多不在美国,多伦多不在美国,-0.2665,0.0104,168.017,170.140,media/ZS_F1_0038.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:48.02-02:50.14,
39,1,1,我累了。,我累了。,-0.4749,0.0093,172.316,173.634,media/ZS_F1_0039.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:52.32-02:53.63,
40,1,1,我不累。,我不累。,-0.2552,0.0056,175.745,177.485,media/ZS_F1_0040.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:55.74-02:57.48,
41,1,1,我饿了。,我饿了。,-0.3345,0.0029,179.451,180.879,media/ZS_F1_0041.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 02:59.45-03:00.88,
42,1,1,我不饿。,我不饿。,-0.2687,0.0326,182.898,184.394,media/ZS_F1_0042.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:02.90-03:04.39,
43,1,1,他是游泳健将。,他是游泳健将。,-0.0995,0.0020,186.531,188.491,media/ZS_F1_0043.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:06.53-03:08.49,
44,1,1,我对政治没兴趣。,我对政治没兴趣。,-0.0942,0.0105,190.611,192.829,media/ZS_F1_0044.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:10.61-03:12.83,
45,1,1,你叫什么名字?,你叫什么名字?,-0.2704,0.9990,194.873,196.343,media/ZS_F1_0045.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:14.87-03:16.34,LOW_CONF
46,1,1,我叫阿曼达。,我叫阿曼达。,-0.0945,0.0058,198.703,200.678,media/ZS_F1_0046.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:18.70-03:20.68,
47,1,1,你结婚了吗?,你结婚了吗?,-0.2033,0.0533,202.580,204.238,media/ZS_F1_0047.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:22.58-03:24.24,
48,1,1,"没有,我单身。","没有,我单身。",-0.2063,0.0086,206.295,208.487,media/ZS_F1_0048.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:26.30-03:28.49,
49,1,1,你多大了?,你多大了?,-0.3213,0.9985,210.455,211.647,media/ZS_F1_0049.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:30.46-03:31.65,LOW_CONF
50,1,1,我25岁。,我25岁。,-0.2173,0.0000,213.767,215.344,media/ZS_F1_0050.mp3,GLOSSIKA-ENZS-F1-GMS-0001C.mp3,F1-GMS-0001C 03:33.77-03:35.34,
51,1,51,你是学生吗?,你是学生吗?,-0.1985,0.0704,6.869,8.890,media/ZS_F1_0051.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:06.87-00:08.89,
52,1,51,"对,我是学生。","对,我是学生。",-0.1330,0.0094,10.970,12.493,media/ZS_F1_0052.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:10.97-00:12.49,
53,1,51,我知道了吗?,我知道了吗?,-0.3956,0.0417,15.035,16.966,media/ZS_F1_0053.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:15.03-00:16.97,
54,1,51,"没有,你很准时。","没有,你很准时。",-0.1804,0.0079,18.865,20.809,media/ZS_F1_0054.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:18.86-00:20.81,
55,1,51,你母亲在家吗?,你母亲在家吗?,-0.1793,0.0402,23.210,25.366,media/ZS_F1_0055.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:23.21-00:25.37,
56,1,51,"不在,他出去了。","不在,他出去了。",-0.1624,0.0081,27.321,29.145,media/ZS_F1_0056.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:27.32-00:29.15,
57,1,51,你父母在家吗?,你父母在家吗?,-0.1498,0.9995,31.413,33.263,media/ZS_F1_0057.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:31.41-00:33.26,LOW_CONF
58,1,51,"不在,他们出去了。","不在,他们出去了。",-0.1479,0.4104,35.375,37.054,media/ZS_F1_0058.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:35.38-00:37.05,
59,1,51,你房间里冷吗?,你房间里冷吗?,-0.1925,0.5688,39.581,41.292,media/ZS_F1_0059.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:39.58-00:41.29,LOW_CONF
60,1,51,"嗯,有点冷。","嗯,有点冷。",-0.1089,0.0280,43.545,45.538,media/ZS_F1_0060.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:43.54-00:45.54,
61,1,51,"你的鞋不错,是新的吗?","你的鞋不错,是新的吗?",-0.0896,0.0122,47.469,50.202,media/ZS_F1_0061.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:47.47-00:50.20,
62,1,51,"没错,是新的。","没错,是新的。",-0.1182,0.0570,52.587,54.169,media/ZS_F1_0062.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:52.59-00:54.17,
63,1,51,你母亲在哪?她在家吗?,你母亲在哪?她在家吗?,-0.1240,0.1438,56.673,59.967,media/ZS_F1_0063.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 00:56.67-00:59.97,
64,1,51,你来自哪里?,你来自哪里?,-0.3101,0.0145,61.841,63.931,media/ZS_F1_0064.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:01.84-01:03.93,
65,1,51,我来自加拿大。,我来自加拿大。,-0.2582,0.0045,65.936,67.539,media/ZS_F1_0065.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:05.94-01:07.54,
66,1,51,你的车是什么颜色的?,你的车是什么颜色的?,-0.2016,0.0082,69.979,72.462,media/ZS_F1_0066.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:09.98-01:12.46,
67,1,51,是红色的。,是红色的。,-0.2823,0.0023,74.439,75.734,media/ZS_F1_0067.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:14.44-01:15.73,
68,1,51,哈桑多大了?,哈桑多大了?,-0.3127,0.3000,78.238,79.559,media/ZS_F1_0068.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:18.24-01:19.56,
69,1,51,他24岁。,他24岁。,-0.2489,0.0056,82.114,83.997,media/ZS_F1_0069.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:22.11-01:24.00,
70,1,51,你父母最近好吗?,你父母最近好吗?,-0.1813,0.0053,85.973,88.177,media/ZS_F1_0070.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:25.97-01:28.18,
71,1,51,他们都很好。,他们都很好。,-0.2370,0.0199,90.080,91.730,media/ZS_F1_0071.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:30.08-01:31.73,
72,1,51,"这些明信片不错,多少钱?","这些明信片不错,多少钱?",-0.0919,0.8706,93.910,96.418,media/ZS_F1_0072.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:33.91-01:36.42,LOW_CONF
73,1,51,这些一块钱。,这些一块钱。,-0.2391,0.2012,98.710,100.216,media/ZS_F1_0073.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:38.71-01:40.22,
74,1,51,"这个旅馆不是特别好,为什么这么贵?","这个旅馆不是特别好,为什么这么贵?",-0.1121,0.0076,102.665,105.760,media/ZS_F1_0074.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:42.66-01:45.76,
75,1,51,你电话号码多少?,你电话号码多少?,-0.1884,0.5479,108.300,109.820,media/ZS_F1_0075.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:48.30-01:49.82,LOW_CONF
76,1,51,那个男人是谁?,那个男人是谁?,-0.1638,0.0018,112.265,114.264,media/ZS_F1_0076.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:52.27-01:54.26,
77,1,51,他是老板。,他是老板。,-0.3945,0.0016,116.305,117.428,media/ZS_F1_0077.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:56.31-01:57.43,
78,1,51,你的朋友在哪儿?,你的朋友在哪儿?,-0.3229,0.1770,119.772,121.309,media/ZS_F1_0078.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 01:59.77-02:01.31,
79,1,51,他在洗手间。,他在洗手间。,-0.3116,0.0202,123.751,125.637,media/ZS_F1_0079.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:03.75-02:05.64,
80,1,51,你父亲最近好吗?,你父亲最近好吗?,-0.1817,0.8086,127.545,129.588,media/ZS_F1_0080.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:07.55-02:09.59,LOW_CONF
81,1,51,他很好。,他很好。,-0.4391,0.0050,131.647,132.880,media/ZS_F1_0081.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:11.65-02:12.88,
82,1,51,你累了吗?,你累了吗?,-0.2174,0.9688,135.135,136.611,media/ZS_F1_0082.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:15.14-02:16.61,LOW_CONF
83,1,51,"嗯,我累了。","嗯,我累了。",-0.2645,0.2267,138.789,141.262,media/ZS_F1_0083.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:18.79-02:21.26,
84,1,51,你饿了吗?,你饿了吗?,-0.1837,0.4109,143.298,144.880,media/ZS_F1_0084.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:23.30-02:24.88,
85,1,51,"不饿,但我渴了。","不饿,但我渴了。",-0.1632,0.0152,146.995,149.101,media/ZS_F1_0085.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:27.00-02:29.10,
86,1,51,你朋友是中国人吗?,你朋友是中国人吗?,-0.3422,0.0261,151.595,154.017,media/ZS_F1_0086.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:31.59-02:34.02,
87,1,51,"对,他是中国人。","对,他是中国人。",-0.1961,0.0384,156.197,157.882,media/ZS_F1_0087.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:36.20-02:37.88,
88,1,51,这些是你的钥匙吗?,这些是你的钥匙吗?,-0.1620,0.5337,160.707,162.463,media/ZS_F1_0088.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:40.71-02:42.46,LOW_CONF
89,1,51,"是的,是我的钥匙。","是的,是我的钥匙。",-0.1624,0.0316,165.150,167.250,media/ZS_F1_0089.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:45.15-02:47.25,
90,1,51,那是我的位子。,那是我的位子。,-0.2202,0.6440,169.993,171.924,media/ZS_F1_0090.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:49.99-02:51.92,LOW_CONF
91,1,51,"不,这不是。","不,这不是。",-0.2101,0.0051,174.017,175.282,media/ZS_F1_0091.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:54.02-02:55.28,
92,1,51,相机在哪儿?,相机在哪儿?,-0.3364,0.0598,178.299,180.307,media/ZS_F1_0092.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 02:58.30-03:00.31,
93,1,51,在你包里。,在你包里。,-0.3699,0.0034,182.252,183.790,media/ZS_F1_0093.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:02.25-03:03.79,
94,1,51,你的车是蓝色的吗?,你的车是蓝色的吗?,-0.2371,0.0113,185.959,188.584,media/ZS_F1_0094.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:05.96-03:08.58,
95,1,51,"不是,是黑色的。","不是,是黑色的。",-0.2156,0.0077,190.602,193.015,media/ZS_F1_0095.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:10.60-03:13.02,
96,1,51,丽莎来自多伦多吗?,丽莎来自多伦多吗?,-0.1434,0.0076,194.898,197.526,media/ZS_F1_0096.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:14.90-03:17.53,
97,1,51,"不是,他是美国人。","不是,他是美国人。",-0.2195,0.0121,199.661,202.191,media/ZS_F1_0097.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:19.66-03:22.19,
98,1,51,我知道了吗?,我知道了吗?,-0.3231,0.4756,204.111,205.726,media/ZS_F1_0098.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:24.11-03:25.73,
99,1,51,"是的,你知道了。","是的,你知道了。",-0.3789,0.3750,208.027,210.524,media/ZS_F1_0099.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:28.03-03:30.52,
100,1,51,雷拉来自哪里?,雷拉来自哪里?,-0.3320,0.5693,212.434,214.122,media/ZS_F1_0100.mp3,GLOSSIKA-ENZS-F1-GMS-0051C.mp3,F1-GMS-0051C 03:32.43-03:34.12,LOW_CONF
101,1,101,他来自伦敦。,他来自伦敦。,-0.1801,0.1707,6.966,8.360,media/ZS_F1_0101.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:06.97-00:08.36,
102,1,101,你的包是什么颜色的?,你的包是什么颜色的?,-0.1833,0.0077,11.210,13.094,media/ZS_F1_0102.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:11.21-00:13.09,
103,1,101,是黑色的。,是黑色的。,-0.2891,0.0021,15.859,16.950,media/ZS_F1_0103.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:15.86-00:16.95,
104,1,101,你饿了吗?,你饿了吗?,-0.2040,0.9985,19.649,20.667,media/ZS_F1_0104.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:19.65-00:20.67,LOW_CONF
105,1,101,我不饿。,我不饿。,-0.2670,0.5190,23.398,24.400,media/ZS_F1_0105.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:23.40-00:24.40,LOW_CONF
106,1,101,约翰最近怎么样?,约翰最近怎么样?,-0.2971,0.0318,27.065,28.605,media/ZS_F1_0106.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:27.07-00:28.60,
107,1,101,他很好。,他很好。,-0.6188,0.0076,31.318,32.287,media/ZS_F1_0107.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:31.32-00:32.29,
108,1,101,那个女人是谁?,那个女人是谁?,-0.1433,0.1595,35.131,36.555,media/ZS_F1_0108.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:35.13-00:36.55,
109,1,101,她是我姐姐。,她是我姐姐。,-0.1901,0.9644,39.320,40.726,media/ZS_F1_0109.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:39.32-00:40.73,LOW_CONF
110,1,101,你母亲在家吗?,你母亲在家吗?,-0.1748,0.0433,43.612,45.151,media/ZS_F1_0110.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:43.61-00:45.15,
111,1,101,你父母最近好吗?,你父母最近好吗?,-0.1476,0.0197,47.992,49.846,media/ZS_F1_0111.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:47.99-00:49.85,
112,1,101,你的工作有趣吗?,你的工作有趣吗?,-0.1847,0.9897,52.733,54.377,media/ZS_F1_0112.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:52.73-00:54.38,LOW_CONF
113,1,101,这些店今天开门吗?,这些店今天开门吗?,-0.1182,0.0026,57.167,59.036,media/ZS_F1_0113.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 00:57.17-00:59.04,
114,1,101,你来自哪里?,你来自哪里?,-0.2680,0.0112,61.680,63.185,media/ZS_F1_0114.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:01.68-01:03.18,
115,1,101,你对运动感兴趣吗?,你对运动感兴趣吗?,-0.1064,0.0152,65.851,67.814,media/ZS_F1_0115.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:05.85-01:07.81,
116,1,101,邮局在这附近吗?,邮局在这附近吗?,-0.1475,0.3574,70.505,72.262,media/ZS_F1_0116.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:10.51-01:12.26,
117,1,101,你的孩子在学校吗?,你的孩子在学校吗?,-0.1876,0.1458,75.054,76.889,media/ZS_F1_0117.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:15.05-01:16.89,
118,1,101,你为什么迟到?,你为什么迟到?,-0.1912,0.9844,79.818,81.197,media/ZS_F1_0118.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:19.82-01:21.20,LOW_CONF
119,1,101,你的孩子最近怎样?,你的孩子最近怎样?,-0.2598,0.0159,83.992,85.849,media/ZS_F1_0119.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:23.99-01:25.85,
120,1,101,他们很好。,他们很好。,-0.3398,0.9722,88.776,89.792,media/ZS_F1_0120.mp3,GLOSSIKA-ENZS-F1-GMS-0101C.mp3,F1-GMS-0101C 01:28.78-01:29.79,LOW_CONF
