video_id,title,url,categories,caption_source,caption_language,detail
pwN16I4LTbc,"#65 Gợi ý Giải đề Speaking Part 1 | Favorite Room & Day Off | VSTEP B1, B2, C1",https://www.youtube.com/watch?v=pwN16I4LTbc,Speaking,yt-dlp:auto,vi-orig,ok
7Xn_-vCss2A,#64 Gợi Ý Giải Đề Cấm Hút Thuốc Nơi Công Cộng | VSTEP Speaking Part 2,https://www.youtube.com/watch?v=7Xn_-vCss2A,Writing|Speaking,yt-dlp:auto,vi-orig,ok
5TiGL2rIspk,"#63 Hướng Dẫn Đặt Câu Đúng và Đa Dạng Từ Mindmap 14 Chủ Đề | VSTEP B1, B2",https://www.youtube.com/watch?v=5TiGL2rIspk,Speaking|Writing,yt-dlp:auto,vi-orig,ok
e5ynG9dBRd0,#62 Gợi Ý Trả Lời Chủ Đề YOGA | VSTEP Speaking Part 3,https://www.youtube.com/watch?v=e5ynG9dBRd0,Speaking,yt-dlp:auto,vi-orig,ok
hljPlTkdld8,"#61 Gợi Ý Trả Lời Speaking Part 2 | VSTEP B1, B2",https://www.youtube.com/watch?v=hljPlTkdld8,Speaking,yt-dlp:auto,vi-orig,ok
t8N4JiAyT04,#60 Gợi Ý Trả Lời VSTEP Speaking Part 1 | Uniforms & Home Punishment | Đề Thi Tháng 08/2024,https://www.youtube.com/watch?v=t8N4JiAyT04,Speaking,yt-dlp:auto,vi-orig,ok
83l28bPejSU,"#58 Luyện Đề E- Learning | Speaking Part 3 | VSTEP B1, B2",https://www.youtube.com/watch?v=83l28bPejSU,Speaking,yt-dlp:auto,vi-orig,ok
-6DaUN8zL2Y,"#57 [BẢN NÂNG CẤP] Mindmap Từ Vựng 14 Chủ Đề Thường Gặp (Part 2) | VSTEP B1, B2",https://www.youtube.com/watch?v=-6DaUN8zL2Y,Writing|Speaking,yt-dlp:auto,vi-orig,ok
hHPGx0256H0,"#56 [BẢN NÂNG CẤP] Mindmap Từ Vựng 14 Chủ Đề Thường Gặp (Part 1) | VSTEP B1, B2",https://www.youtube.com/watch?v=hHPGx0256H0,Writing|Speaking,yt-dlp:auto,vi-orig,ok
ZZ7NXzaZBRQ,"#55 Gợi Ý Viết Essay Chủ Đề Nuclear Family | VSTEP Writing B1, B2",https://www.youtube.com/watch?v=ZZ7NXzaZBRQ,Writing,yt-dlp:auto,vi-orig,ok
j6FNmrGSm04,"#54 Luyện đề thi thật tháng 02/2024 | VSTEP B1, B2 (Có câu trả lời mẫu)",https://www.youtube.com/watch?v=j6FNmrGSm04,Speaking,yt-dlp:auto,vi-orig,ok
x6M3bIPoxIA,"#53 Viết Essay Cho Đề Thi Mới VSTEP 01/2024 | VSTEP B1, B2",https://www.youtube.com/watch?v=x6M3bIPoxIA,Writing,yt-dlp:auto,vi-orig,ok
pxtncwodSKM,"#52 VSTEP B1 Cần Nói Như Thế Nào Trong Speaking Part 1? | VSTEP B1, B2",https://www.youtube.com/watch?v=pxtncwodSKM,Speaking,yt-dlp:auto,vi-orig,ok
H1dBFzFfYKM,#51 Xử lý đề viết thư về Christmas | VSTEP WRITING PART 1,https://www.youtube.com/watch?v=H1dBFzFfYKM,Writing|Speaking,yt-dlp:auto,vi-orig,ok
aoBtkf7OmLk,#49 Nâng Cấp Đoạn Mở Bài Bằng 3 Bước [Có Ví Dụ] | VSTEP ESSAY,https://www.youtube.com/watch?v=aoBtkf7OmLk,Writing,yt-dlp:auto,vi-orig,ok
stMnK95sOHs,"#48 Bài Viết Thư Mẫu - Mid-Autumn Festival | VSTEP Writing B1, B2",https://www.youtube.com/watch?v=stMnK95sOHs,Writing,yt-dlp:auto,vi-orig,ok
Iv-PsnQa6H8,"#47 Cách Xử Lý 15 Câu Listening Part 3 | VSTEP B1, B2",https://www.youtube.com/watch?v=Iv-PsnQa6H8,Speaking,yt-dlp:auto,vi-orig,ok
y925tyl_3z0,#45 Luyện Đề Speaking | Shoes & Traffic | VSTEP SPEAKING PART 1,https://www.youtube.com/watch?v=y925tyl_3z0,Speaking,yt-dlp:auto,vi-orig,ok
4ZfMvodWfjk,"#44 Luyện đề Speaking Part 3 - Classroom Games | VSTEP SPEAKING B1, B2",https://www.youtube.com/watch?v=4ZfMvodWfjk,Speaking,yt-dlp:auto,vi-orig,ok
rnEJ28twRsg,#43 3 Phút Trình Bày Thuyết Phục Presentation on a New Product | VSTEP SPEAKING PART 2 | VSTEP B1 B2,https://www.youtube.com/watch?v=rnEJ28twRsg,Writing|Speaking,yt-dlp:auto,vi-orig,ok
0_wapBkd__k,"#42 - 3 Phút Hoàn Thành 2 Chủ Đề Working Style & The Internet | SPEAKING PART 1 | VSTEP B1, B2",https://www.youtube.com/watch?v=0_wapBkd__k,Speaking,yt-dlp:auto,vi-orig,ok
pJkIAc5Elz0,#41 Get Higher Speaking Scores with Top 5 Idioms (Examples) | VSTEP Speaking,https://www.youtube.com/watch?v=pJkIAc5Elz0,Speaking,yt-dlp:auto,vi-orig,ok
Ky6X7vKHASo,"#40 Template Opinion Essay Đơn Giản | VSTEP Writing B1, B2",https://www.youtube.com/watch?v=Ky6X7vKHASo,Writing,yt-dlp:auto,vi-orig,ok
hCRe0nmQZzY,#39 How to Answer Difficult Topics for B1 & B2 | VSTEP Speaking Part 3,https://www.youtube.com/watch?v=hCRe0nmQZzY,Speaking,yt-dlp:auto,vi-orig,ok
DcdDvJJ0fKo,#38 Simple Answers to 4 Questions About Birds | VSTEP Speaking Part 1,https://www.youtube.com/watch?v=DcdDvJJ0fKo,Speaking,yt-dlp:auto,vi-orig,ok
eJVvtPSeMDQ,#37 Cause & Effect Essay | VSTEP Writing Task 2 | Deforestation,https://www.youtube.com/watch?v=eJVvtPSeMDQ,Writing,yt-dlp:auto,vi-orig,ok
7BgWcsR4MRc,#35 VSTEP Writing | 5 Cách Để Mở Đầu Một Câu Viết Học Thuật,https://www.youtube.com/watch?v=7BgWcsR4MRc,Writing,yt-dlp:auto,vi-orig,ok
MeIk1Utw1p0,"#34 - Bí Quyết Để Tăng Điểm Writing Trong 5 Phút | VSTEP B1, B2",https://www.youtube.com/watch?v=MeIk1Utw1p0,Writing,yt-dlp:auto,vi-orig,ok
NBv-FsKYI-U,#28 How to Write a Formal Letter for Any Topic | VSTEP Writing,https://www.youtube.com/watch?v=NBv-FsKYI-U,Writing,yt-dlp:auto,vi-orig,ok
2BAl4N2QbFM,#26  Luyện Tập VSTEP Speaking Part 3 (Có template),https://www.youtube.com/watch?v=2BAl4N2QbFM,Speaking,yt-dlp:auto,vi-orig,ok
Q3zNGEK-TBY,#25 Practice VSTEP Speaking Part 2 (With template),https://www.youtube.com/watch?v=Q3zNGEK-TBY,Speaking,yt-dlp:auto,vi-orig,ok
L820ucYyEeU,#24 Template Viết Essay VSTEP Cause - Solution | VSTEP Writing,https://www.youtube.com/watch?v=L820ucYyEeU,Writing,youtube-transcript-api,vi,ok
RoJpHG6thb4,#23 Luyện Viết Nâng Điểm Writing Travel | VSTEP Writing Part 1,https://www.youtube.com/watch?v=RoJpHG6thb4,Writing|Speaking,youtube-transcript-api,vi,ok
mAmMCVRvu0E,#22 Luyện Nói Tiếng Anh Qua Phim Friends | Joey Learns English (Engsub),https://www.youtube.com/watch?v=mAmMCVRvu0E,Speaking,youtube-transcript-api,vi,ok
EC6gFM-e9yw,"#21 SUPER EASY Tips for Listening Part 2 | VSTEP B1, B2, C1 | Practice 1",https://www.youtube.com/watch?v=EC6gFM-e9yw,Speaking,youtube-transcript-api,vi,ok
HpVa0qF2K-M,#20 Mistakes when celebrating October 20th | My mistakes when celebrating Vietnamese Women's Day,https://www.youtube.com/watch?v=HpVa0qF2K-M,Writing,youtube-transcript-api,vi,ok
a5FRSCEEYfg,#Shorts Đáp án câu 2 - Practice 1 - Listening VSTEP Task 1,https://www.youtube.com/watch?v=a5FRSCEEYfg,Speaking,youtube-transcript-api,vi,ok
anmbQSoFpe8,#shorts Luyện nghe VSTEP - Task 1 - Có đáp án | Question 2 - Practice 1,https://www.youtube.com/watch?v=anmbQSoFpe8,Speaking,youtube-transcript-api,en,ok
ZE9mARwtYx4,#19 Luyện Nghe VSTEP TASK 1 - Có Đáp Án và Giải Chi Tiết - Practice 5,https://www.youtube.com/watch?v=ZE9mARwtYx4,Speaking,youtube-transcript-api,vi,ok
VAsktn-00-Q,"#18 | 3 TIPS to Speak and Write More English | VSTEP B1, B2, C1",https://www.youtube.com/watch?v=VAsktn-00-Q,Writing|Speaking,youtube-transcript-api,vi,ok
XqmcO3gcmWM,#17 Luyện Nghe VSTEP TASK 1 - Có Đáp Án và Giải Chi Tiết - Practice 4,https://www.youtube.com/watch?v=XqmcO3gcmWM,Speaking,youtube-transcript-api,vi,ok
FIG74N0gzOk,#16 VSTEP Listening Practice Task 1 - With Answers and Detailed Explanations - Practice 3,https://www.youtube.com/watch?v=FIG74N0gzOk,Speaking,youtube-transcript-api,vi,ok
EvpAegO3DIk,#15 Luyện Nghe VSTEP TASK 1 - Có Đáp Án và Giải Chi Tiết - Practice 2,https://www.youtube.com/watch?v=EvpAegO3DIk,Speaking,youtube-transcript-api,vi,ok
hPxmxOUd0kw,#14 Luyện Nghe VSTEP TASK 1 - Có Đáp Án và Giải Chi Tiết - Practice 1,https://www.youtube.com/watch?v=hPxmxOUd0kw,Speaking,youtube-transcript-api,vi,ok
aVZrqvBE0u8,"#11Template Speaking Task 3 Đơn Giản, Hiệu Quả Nhất | VSTEP SPEAKING | TASK 3",https://www.youtube.com/watch?v=aVZrqvBE0u8,Speaking,youtube-transcript-api,vi,ok
SQoTTyA1sSE,#10 Simple and Effective Speaking Task 2 Templates | VSTEP SPEAKING | TASK 2,https://www.youtube.com/watch?v=SQoTTyA1sSE,Writing|Speaking,youtube-transcript-api,vi,ok
alrTb30MbDI,"#9 Cách Nói Task 1 Đơn Giản, Hiệu Quả Nhất | VSTEP SPEAKING | TASK 1",https://www.youtube.com/watch?v=alrTb30MbDI,Speaking,youtube-transcript-api,vi,ok
6-0Tkx5xA8g,"#8 Template Viết Essay Đơn Giản, Hiệu Quả Nhất | VSTEP WRITING | TASK 2",https://www.youtube.com/watch?v=6-0Tkx5xA8g,Writing,youtube-transcript-api,vi,ok
Iz_VTKW1LzA,"#7 Bốn Bước Viết Informal Letter Đơn Giản, Hiệu Quả Nhất | VSTEP WRITING | TASK 1",https://www.youtube.com/watch?v=Iz_VTKW1LzA,Writing|Speaking,youtube-transcript-api,vi,ok
eI5-s_1SyrA,#6 VOCABULARY MINDMAP OF 14 TOPICS IN VSTEP B1 | PART 3,https://www.youtube.com/watch?v=eI5-s_1SyrA,Speaking|Writing,youtube-transcript-api,vi,ok
rGlGQZR1i9U,#5 MINDMAP TỪ VỰNG 14 CHỦ ĐỀ TRONG VSTEP B1 | PART 2,https://www.youtube.com/watch?v=rGlGQZR1i9U,Speaking|Writing,youtube-transcript-api,vi,ok
MZ7tghu9nRE,#4 Sửa Bài Trực Tiếp Speaking Task 2 | VSTEP B1,https://www.youtube.com/watch?v=MZ7tghu9nRE,Writing|Speaking,youtube-transcript-api,vi,ok
U04RM-z0yVc,#3 Sửa Bài Trực Tiếp Speaking Task 1 - VSTEP B1,https://www.youtube.com/watch?v=U04RM-z0yVc,Speaking,youtube-transcript-api,vi,ok
I2kx2p2xsoQ,#2 MINDMAP TỪ VỰNG 14 CHỦ ĐỀ TRONG VSTEP B1 | PART 1,https://www.youtube.com/watch?v=I2kx2p2xsoQ,Speaking|Writing,youtube-transcript-api,vi,ok
